No1_D[m]	No2_L/D	No3_alpha	No4_rhoL	No5_rhot	No6_dL[mm]	No7_fy[MPa]	No8_fc[MPa]	No9_epsilonC	No10_XL	No11_Xt
1.3915686	3.3150509	0.1911584	0.0134156	0.0116772	33.9718067	495.3418212	43.6009832	0.0015389	0.2390059	0.4052960
1.1910748	5.2752499	0.2218916	0.0272181	0.0111012	41.3909561	467.2217461	32.4491512	0.0029101	0.0886094	0.1148180
1.7108801	6.7532917	0.1394402	0.0265472	0.0092025	38.8908647	433.1163219	36.6634833	0.0029341	0.2930034	0.7083468
1.7260085	5.8662480	0.0622547	0.0267705	0.0148715	39.5827233	405.4334424	36.7114629	0.0013240	0.0423402	0.1157718
1.5413798	6.5760767	0.1026886	0.0120024	0.0067417	42.3595543	503.9377384	41.6498453	0.0016337	0.1113978	0.3145380
1.0731506	7.7125884	0.0590521	0.0135852	0.0067297	35.6585226	418.8445899	40.8931811	0.0014799	0.0326928	0.0463433
1.0008340	3.6125501	0.1889922	0.0167605	0.0098121	31.4145493	491.6871016	34.4287282	0.0012039	0.0801014	0.1465233
1.5786090	3.1201048	0.1090339	0.0274892	0.0085358	34.4316578	509.9133909	49.2650315	0.0011411	0.0692539	0.1150364
1.1728009	1.7468663	0.2187948	0.0263374	0.0088666	36.7557516	461.8202009	34.5149886	0.0016614	0.0619998	0.1259638
1.0766843	5.4650377	0.1872135	0.0160822	0.0143992	29.2971212	405.7310056	35.4088647	0.0023039	0.2692139	0.7176659
1.7910352	7.3275266	0.1866405	0.0103895	0.0110315	39.9796172	437.6978023	36.6720723	0.0012076	0.0708456	0.2122686
1.5204756	2.9074260	0.2131512	0.0256299	0.0054448	42.5806572	510.4015211	32.2529205	0.0013715	0.0020508	0.0031570
1.2253477	6.2919447	0.1783737	0.0254501	0.0032533	41.0896777	510.6270994	32.9917363	0.0020847	0.0680412	0.1192958
1.4074148	4.1272393	0.2392216	0.0116975	0.0058061	28.7368028	405.7642374	47.2611332	0.0021112	0.0419546	0.0828364
1.3360102	6.1294157	0.0578330	0.0126706	0.0037806	38.0008416	401.2360103	38.8127257	0.0026785	0.0552827	0.1079016
1.5107558	4.4722458	0.1486182	0.0204560	0.0101861	38.7706993	516.6332579	36.2084800	0.0011201	0.1450829	0.3358527
1.5404389	5.3331401	0.1482998	0.0279491	0.0077849	28.7937162	509.1993014	37.8589855	0.0027552	0.2792268	0.6039495
1.6637801	7.4146985	0.1143024	0.0232225	0.0097879	39.0964585	531.2287100	30.7050747	0.0017217	0.1607015	0.4616020
0.9123858	1.4064136	0.1782106	0.0155450	0.0093064	28.2182424	474.1674508	30.6760819	0.0017054	0.1659348	0.2019890
1.5908023	4.4965470	0.1667877	0.0215222	0.0077593	37.0027155	477.2999550	31.3447614	0.0023933	0.2293569	0.4650050
0.9942502	5.1789170	0.2229731	0.0145118	0.0076580	32.0439285	476.5722361	33.6263409	0.0016637	0.1141189	0.1959382
1.1526961	6.7215524	0.1460726	0.0223661	0.0081603	37.3024207	433.6261181	43.0610278	0.0024141	0.0066416	0.0132926
1.6391451	7.9002420	0.1958648	0.0199771	0.0096791	29.1901110	471.3951392	44.6848790	0.0010016	0.0156412	0.0181104
1.2314378	4.1423727	0.2466918	0.0213412	0.0072818	38.3864799	463.9367447	37.1309044	0.0028343	0.0843948	0.0991536
1.6636624	6.4003415	0.1986143	0.0282332	0.0111509	40.5780915	495.2642359	39.9585782	0.0021262	0.0810603	0.1515312
1.1093952	6.8530979	0.2156914	0.0260955	0.0072307	42.5228602	540.0378528	46.4533916	0.0025671	0.1575404	0.2321504
0.9976163	3.7630083	0.0783710	0.0164748	0.0113432	36.4030217	494.5267574	41.8599021	0.0027069	0.2704582	0.6557731
1.4739846	2.4470238	0.2354796	0.0202268	0.0083678	33.2711696	404.3321234	32.4797248	0.0018500	0.1745751	0.4753601
0.9454850	2.4550084	0.1518705	0.0265161	0.0056016	31.7352668	430.2637123	31.2856624	0.0025071	0.1934100	0.2299570
1.7325581	2.6146533	0.2108838	0.0215601	0.0086264	29.5000184	501.7972983	42.5952660	0.0020396	0.1541235	0.3568887
1.4698006	7.7824943	0.1087710	0.0275865	0.0114188	30.5603513	543.8495728	44.0245430	0.0019666	0.1051987	0.1848693
1.0322286	6.7177345	0.1585944	0.0194016	0.0029325	41.5235631	488.4772386	31.9378962	0.0028502	0.1566657	0.4517519
1.7314719	2.6172390	0.1679106	0.0295495	0.0097953	36.0538713	509.1839320	42.1015522	0.0022498	0.0405211	0.1008347
0.9563947	7.0315477	0.1599949	0.0172981	0.0088848	30.2608644	537.0830480	47.5016875	0.0027969	0.0075420	0.0100849
0.9799907	3.9245360	0.2278747	0.0222006	0.0112095	40.5039297	416.0727883	48.2707959	0.0011726	0.0140552	0.0384728
1.5548749	6.9789011	0.1073141	0.0183594	0.0075695	29.4323342	412.8516348	46.9579698	0.0027418	0.2952084	0.7258803
1.2994811	7.3531551	0.1309138	0.0276289	0.0125206	36.7765174	516.9613690	36.6529341	0.0023212	0.0960338	0.1265628
0.9014768	6.0768482	0.1931440	0.0222321	0.0050876	30.0983040	433.9203527	30.6709156	0.0020379	0.2728970	0.5198028
1.6719182	2.7919184	0.2437085	0.0129825	0.0025548	30.6493180	512.2984758	39.2599775	0.0016852	0.0052017	0.0078318
1.5057925	5.0081592	0.2308039	0.0215522	0.0066618	36.0053685	503.2422993	30.6299921	0.0018591	0.2185526	0.5624558
1.0711196	2.7403977	0.1914933	0.0269186	0.0112657	30.6081230	440.2694384	36.2061843	0.0016298	0.2594369	0.5277718
0.9324882	5.2326083	0.2016592	0.0281341	0.0064022	38.3892487	494.5715960	48.5904183	0.0025735	0.1111439	0.2109262
1.6743693	2.4241377	0.1007901	0.0111649	0.0127818	39.8318687	496.8725653	39.6505254	0.0018867	0.1849733	0.4016069
1.0875027	7.0636621	0.1396084	0.0258769	0.0145294	41.6700096	474.4256701	33.4542826	0.0017004	0.1112641	0.2720453
1.6705046	2.3327688	0.2199142	0.0228704	0.0128383	30.8609447	422.4217282	43.2476670	0.0029207	0.0871755	0.1352502
1.5955378	6.8963751	0.2372392	0.0283269	0.0074576	29.2555465	524.9073801	38.4410351	0.0024546	0.0358066	0.0545038
1.4957286	5.5884532	0.0984285	0.0169135	0.0013703	39.6896760	502.5263713	30.8680280	0.0015071	0.0705860	0.1148696
1.5864389	7.2339684	0.2003031	0.0240463	0.0098817	40.0509912	461.3831530	30.8840717	0.0016953	0.1030309	0.1817753
0.8972426	5.2093666	0.1062822	0.0283507	0.0047198	34.4637166	538.8259609	35.4479151	0.0013104	0.0159533	0.0247200
1.4235010	5.1520008	0.0945404	0.0253617	0.0065117	34.4157855	448.6712486	32.8395476	0.0020239	0.0777744	0.1880523
0.9007126	5.1530926	0.0991746	0.0240197	0.0097623	41.6704508	452.0922832	33.8893230	0.0028732	0.2413800	0.3940282
1.3384281	2.2378992	0.1162143	0.0200138	0.0102463	42.8752161	496.6417880	46.5319806	0.0026749	0.0142708	0.0315970
0.8880712	7.9274403	0.0936687	0.0170820	0.0090504	30.3928656	496.2357163	37.3885889	0.0010212	0.1738094	0.3216881
1.6707551	5.3374272	0.0655609	0.0191538	0.0113833	41.8558099	410.1683209	49.7276314	0.0027036	0.0748780	0.1794915
1.4954248	7.5202388	0.2026631	0.0216690	0.0139702	39.3761101	434.3716465	44.4440393	0.0020095	0.1022862	0.1782633
0.8710499	5.7652463	0.1896351	0.0100790	0.0127846	28.8706346	538.2842214	38.2460149	0.0024565	0.0250152	0.0651699
1.5783907	2.0991412	0.0652781	0.0103865	0.0070575	42.1373256	506.4587057	48.5689357	0.0022801	0.1148067	0.2568723
0.8799203	5.5456970	0.0885884	0.0176400	0.0099325	34.6723868	490.7432601	35.1284029	0.0010676	0.2528245	0.3668159
0.9682471	6.8815450	0.1249793	0.0117914	0.0092800	38.6201332	445.9966418	48.1493274	0.0029627	0.0376718	0.0941394
1.5510898	2.1632335	0.1925131	0.0247210	0.0084062	28.7088706	465.3435872	35.1954055	0.0029891	0.1408857	0.2847456
1.6944413	5.4126423	0.0936465	0.0200694	0.0092501	40.3596614	447.0571777	33.4570897	0.0021874	0.0258093	0.0557968
1.4670635	2.7260002	0.0691684	0.0272883	0.0080502	30.5820650	532.4075452	47.1875875	0.0020605	0.1249591	0.2086401
1.2483520	1.5298726	0.1400653	0.0141937	0.0044610	39.3432103	442.1750774	32.6933548	0.0025902	0.0103378	0.0137164
1.6425682	1.8532547	0.0656438	0.0126794	0.0082423	34.3368762	491.2945606	46.6995088	0.0022472	0.1207183	0.2267721
1.6305839	5.5092612	0.2245863	0.0274125	0.0149345	34.8257526	487.3971360	32.2321268	0.0016770	0.0498438	0.1455313
1.7896341	1.7082621	0.2153464	0.0131710	0.0108119	38.4828930	410.5462545	39.0110773	0.0020620	0.1193175	0.2298181
1.0356760	7.6249479	0.2427866	0.0162161	0.0024181	40.9220858	429.8852764	42.1357869	0.0022646	0.2910550	0.6325319
1.5532101	6.7571419	0.2309705	0.0191144	0.0058272	37.8581909	424.2636686	32.6045979	0.0024455	0.2186472	0.5585168
1.0846412	5.3724151	0.2269431	0.0229324	0.0108305	29.1975970	503.3583436	35.3656412	0.0017627	0.1157804	0.1560170
1.3523390	2.2837854	0.1108027	0.0216549	0.0050705	41.4617332	454.6834878	33.4815107	0.0029663	0.2601941	0.3531198
0.8172290	1.2595262	0.1458348	0.0289780	0.0083513	38.7349024	408.5292934	35.7577366	0.0021389	0.0320792	0.0936883
1.7515594	4.8993873	0.0910502	0.0131073	0.0096745	41.4413766	543.2129546	46.3764588	0.0012231	0.1206146	0.2904258
1.1679296	1.9148426	0.0815299	0.0214656	0.0064837	36.0131471	480.4213943	48.7926524	0.0020770	0.0821950	0.2135476
1.3650995	3.8370819	0.1310227	0.0215305	0.0134944	40.9997065	506.9317310	37.9924445	0.0016895	0.0091340	0.0119756
1.7950762	7.8101704	0.1665815	0.0230189	0.0142853	29.1542887	515.6650516	37.5025802	0.0016673	0.2507541	0.4335272
1.6481335	4.6754687	0.2007691	0.0294096	0.0068098	38.6904889	431.7323864	47.8492555	0.0023123	0.0303741	0.0860531
1.7753507	7.3835592	0.1971095	0.0124196	0.0106459	41.2311697	465.8393118	34.6870498	0.0022639	0.2907523	0.7889212
1.3427874	1.4900135	0.1675299	0.0183521	0.0031512	29.0303296	452.5728386	32.6957992	0.0016901	0.0011298	0.0023197
1.2557256	4.7681680	0.1348411	0.0142176	0.0081909	42.0151724	528.2088066	30.0583407	0.0014820	0.0083051	0.0116805
1.4754548	1.4116548	0.1508480	0.0143956	0.0111768	40.7516230	436.1998641	37.7385626	0.0027430	0.1938061	0.3910066
1.0742320	3.2375236	0.1812773	0.0187673	0.0110061	41.8549109	420.3835569	31.0060583	0.0022322	0.0999729	0.2650003
1.6398223	2.2586637	0.0686366	0.0148772	0.0087021	32.3336815	462.3330999	43.9016486	0.0013487	0.0748145	0.1661592
1.5222377	7.1223759	0.0678221	0.0137830	0.0067981	39.6925894	547.0565972	45.2548242	0.0013116	0.1351569	0.1378015
0.8200600	7.8429779	0.0968619	0.0228362	0.0081892	30.2156708	518.4284993	42.0842115	0.0029933	0.2991186	0.6512327
1.2370835	6.5719234	0.1558850	0.0185233	0.0018760	29.3574934	453.8396478	40.8613520	0.0017518	0.1452676	0.3317437
1.5419262	6.8807262	0.0505138	0.0172662	0.0013187	31.7046566	516.7608638	37.7238934	0.0015108	0.1846183	0.3930663
1.5023111	4.2608741	0.1622940	0.0222640	0.0049640	36.7556800	469.5784788	40.1825132	0.0019028	0.1079241	0.2588383
1.0379141	6.5578957	0.1645913	0.0229333	0.0115194	32.4705674	501.0791542	48.3070312	0.0026381	0.0295826	0.0668586
1.3153185	7.3451029	0.1562057	0.0111782	0.0099491	36.3102476	495.9490565	31.5753347	0.0020474	0.2628935	0.7273198
0.8601644	6.0776097	0.0761879	0.0287757	0.0050895	33.3216145	539.7089960	41.1171920	0.0016387	0.0575373	0.1439413
0.8299478	7.7043223	0.0508015	0.0115663	0.0024608	34.9649035	423.6834863	39.1416392	0.0029394	0.1242563	0.3348886
1.6954683	3.3034218	0.2061695	0.0216632	0.0091794	33.3098599	473.2303717	46.6161810	0.0014840	0.0081256	0.0103607
1.6173015	2.3244766	0.0520382	0.0210543	0.0067401	30.8249789	462.0704792	36.6180105	0.0020277	0.1844736	0.3774023
0.9628973	2.1448475	0.0789259	0.0172382	0.0118871	31.3163762	486.1043313	35.9930766	0.0027487	0.1596695	0.3888553
1.7484857	7.2821985	0.0555620	0.0236385	0.0055664	41.0073616	519.6010397	30.6769428	0.0013599	0.2844304	0.5473517
1.4885446	6.8249830	0.1521093	0.0219870	0.0142705	41.6806487	454.8465715	45.5964553	0.0028785	0.2421813	0.2539545
1.1845818	4.9839610	0.1696941	0.0220398	0.0143950	28.1580564	515.2598928	42.8707127	0.0028707	0.0487650	0.1284773
1.1847027	4.3117019	0.1063045	0.0212049	0.0026042	32.0792704	433.5114217	46.2651227	0.0015336	0.0473574	0.0616620
1.6545399	5.7395462	0.1135659	0.0246109	0.0126079	32.8548532	445.3677791	31.8280199	0.0011729	0.1686513	0.3083627
1.4060746	5.2068307	0.1763103	0.0276015	0.0093690	42.4093294	541.7189616	44.7337564	0.0011841	0.0458106	0.1255730
1.4655048	4.8608578	0.1708374	0.0187054	0.0040323	31.2046818	451.2444653	35.6498719	0.0019243	0.0510795	0.0899841
0.9580229	3.6760912	0.1489611	0.0194516	0.0124863	30.9864093	418.5221469	41.9696177	0.0024653	0.0279834	0.0621297
0.9049857	4.7172898	0.1128819	0.0147241	0.0066767	33.1442421	430.6141634	43.4430171	0.0018648	0.0992461	0.2406157
1.6606159	1.2521204	0.2071687	0.0261241	0.0145813	35.5700000	461.6651044	33.8338018	0.0014569	0.2031395	0.4545126
1.2214788	6.8041640	0.0924336	0.0200173	0.0073219	34.4622199	405.7280833	42.9983675	0.0021989	0.0892508	0.1686134
1.0692537	2.6941796	0.2310822	0.0254020	0.0106345	39.6515256	465.6617618	38.5158436	0.0018072	0.1474476	0.2941028
1.2726697	3.0197400	0.1151389	0.0273738	0.0143939	41.3013912	499.8537346	44.0320417	0.0029253	0.2388617	0.4890599
1.5596566	7.5759198	0.1530714	0.0297261	0.0037785	38.5626702	486.6515823	31.3019966	0.0013177	0.0761466	0.2246275
1.2446826	4.7668276	0.2471520	0.0226714	0.0074828	34.2714680	449.2886208	48.4214957	0.0028455	0.0957506	0.2201681
1.7133492	5.4507219	0.2169646	0.0221729	0.0093198	33.2784132	443.2240977	39.6913282	0.0022168	0.1909337	0.3036683
0.9238937	3.7017277	0.0532051	0.0178267	0.0062072	37.1944624	490.6975834	49.1377856	0.0028067	0.1317000	0.2641696
1.1532754	4.8856911	0.0776238	0.0165344	0.0040869	38.1350189	537.8684127	40.8837525	0.0017109	0.0490163	0.1074840
1.3258289	3.6099591	0.2061289	0.0156119	0.0102211	33.1309421	439.1225037	49.2504932	0.0016725	0.2337775	0.4940969
1.0993001	1.7734974	0.1005345	0.0270163	0.0149162	28.5865566	437.4345300	40.9024017	0.0017372	0.0659974	0.1639069
1.1840463	4.7502442	0.0761395	0.0122979	0.0099293	41.7053970	462.2335801	36.3250115	0.0027230	0.1743946	0.3633540
1.6564169	1.3175899	0.1955437	0.0127248	0.0122046	31.3340092	430.3666339	46.0997220	0.0024946	0.1799266	0.3271430
1.4426710	5.7302294	0.1705794	0.0242147	0.0116221	32.1706879	427.2926746	47.5442668	0.0016584	0.2030946	0.3392344
1.4436315	4.4649448	0.0766454	0.0270425	0.0073264	35.9830586	487.1225332	33.2606041	0.0029787	0.0279866	0.0395477
1.7108890	3.5049271	0.1168214	0.0202459	0.0065577	37.2738646	404.0628377	48.4877303	0.0026961	0.0964238	0.1712618
1.1721093	4.6689500	0.0502262	0.0279851	0.0116723	30.8718129	467.0191296	40.4431863	0.0023831	0.0742857	0.1045103
0.8054630	3.6448966	0.1988438	0.0174893	0.0072134	38.3339415	543.7821162	48.5587721	0.0016834	0.0095856	0.0226609
1.6507263	6.4119184	0.0564172	0.0240730	0.0028887	30.1589070	490.6373474	34.6989860	0.0014136	0.0069751	0.0082909
0.9413283	4.3099003	0.1571376	0.0107160	0.0111025	34.0792550	531.8638370	38.1385122	0.0024598	0.1965967	0.5686218
1.5707456	3.3119668	0.2043360	0.0249657	0.0148984	40.2866891	501.6460853	41.8013363	0.0012569	0.0976998	0.2168204
1.4094522	2.7980986	0.0933376	0.0217686	0.0073109	40.8612271	410.6014136	49.9732923	0.0023941	0.2979964	0.8548169
1.2052632	7.8170368	0.1357323	0.0234696	0.0118024	29.4304708	495.3927375	30.8003433	0.0020897	0.1843041	0.3376901
1.7630803	2.6535809	0.2124622	0.0107627	0.0072391	32.1199700	523.5349958	35.2949634	0.0028142	0.2842963	0.4318200
1.3021705	7.7222968	0.1063820	0.0204309	0.0139038	36.2826672	508.6980979	33.0574324	0.0013013	0.0463553	0.0507294
0.8662461	4.9016765	0.2411292	0.0239991	0.0134688	31.7824879	516.0128808	42.3443596	0.0019916	0.0153693	0.0208751
0.9422538	5.6659154	0.1067019	0.0214362	0.0119114	37.5937081	525.4547669	41.6729827	0.0024005	0.0656184	0.1358887
1.1324184	3.0272653	0.1741344	0.0166173	0.0064581	33.7069753	436.5909279	35.8084068	0.0025494	0.2224792	0.6321886
1.5402947	3.9939526	0.1129957	0.0137498	0.0050817	38.2982315	477.3455296	34.4717854	0.0027813	0.1577895	0.2383506
1.7422028	5.1736659	0.0776655	0.0168430	0.0065478	39.3393834	417.1254355	32.9135925	0.0013202	0.0075395	0.0157617
0.8670351	6.0837254	0.1850991	0.0240990	0.0076180	39.2028453	468.1506821	48.3468746	0.0013450	0.0878990	0.2030631
1.1095477	2.0034821	0.0689407	0.0192842	0.0094922	35.2247570	408.3077578	30.9852225	0.0013317	0.2686982	0.2866355
1.5284459	7.7839610	0.1466033	0.0247110	0.0045985	35.2215228	417.5709344	41.9932800	0.0022072	0.0549414	0.1136918
1.1094230	1.2630947	0.0988733	0.0113782	0.0073383	41.3566549	521.1933084	33.7804356	0.0016769	0.0809391	0.1729171
1.3207304	7.2377461	0.1882249	0.0214115	0.0044803	39.7885018	478.0430519	38.6679728	0.0019461	0.2072878	0.4089466
1.0969062	5.2929615	0.0700118	0.0178508	0.0115242	36.6014921	403.8829275	41.8247956	0.0015530	0.0802228	0.1852988
1.5220375	2.9266051	0.2202445	0.0294243	0.0115393	41.8005524	495.5236169	33.5976471	0.0016472	0.0613767	0.1799100
1.7484311	4.8018357	0.1365255	0.0148856	0.0132742	41.4226983	471.8901089	38.8177513	0.0029321	0.1229478	0.2981284
1.4351785	7.2048631	0.2279247	0.0275039	0.0127742	38.5526989	435.6976510	32.5028820	0.0023825	0.1365593	0.3007882
1.5519776	3.1604058	0.0521756	0.0214375	0.0070578	34.5259514	517.4007451	37.5618715	0.0015486	0.0264237	0.0738236
1.7378209	4.4324161	0.1726468	0.0237758	0.0020248	36.6740928	520.2888511	44.4650932	0.0021964	0.0711022	0.1616720
1.4214660	7.8064964	0.0634631	0.0233151	0.0140578	39.5472023	492.4299010	39.0113952	0.0021189	0.1473585	0.4010802
1.6658634	6.2990106	0.1828372	0.0216873	0.0049949	36.8583088	461.9281135	30.5392273	0.0021360	0.0643370	0.0828369
0.8366883	5.2238679	0.1988190	0.0202464	0.0108653	41.4146333	533.7944060	37.6608396	0.0012726	0.0119023	0.0238256
1.4713630	2.4387462	0.0509238	0.0184603	0.0029583	29.1551542	431.8201572	30.2215079	0.0013447	0.2913559	0.6771743
1.6066898	3.7280479	0.1896792	0.0241832	0.0131977	33.4787774	516.7931688	49.0637419	0.0020281	0.1578560	0.3408270
0.9114880	7.1431290	0.2492006	0.0138684	0.0117422	41.0679470	445.2312511	45.4469065	0.0021007	0.2361481	0.2857755
1.5752523	7.0997480	0.1894115	0.0164095	0.0049030	40.4309399	435.5928663	42.7777535	0.0017402	0.0504322	0.1170785
1.4712882	6.6658394	0.1559051	0.0113862	0.0122844	42.8834976	517.2194657	35.5477882	0.0025448	0.2442204	0.3188246
0.8953447	6.3985261	0.1348172	0.0189831	0.0141030	36.5005246	452.0254254	46.3134707	0.0012825	0.2907000	0.3012268
0.8552378	2.3715736	0.0770077	0.0277051	0.0090244	36.0138544	440.5863385	32.8711966	0.0010233	0.0650870	0.1051851
1.7106943	7.0932487	0.1856202	0.0125858	0.0079528	36.5133635	454.2378578	31.9070889	0.0023424	0.2201577	0.5060927
1.0200428	4.8331040	0.0724823	0.0110706	0.0071337	31.5030555	453.9687000	48.4010454	0.0015984	0.1868783	0.2755649
1.7646347	5.8336545	0.0940448	0.0256561	0.0104084	40.9959530	486.7001018	41.7857263	0.0026180	0.1748662	0.2721715
1.1159225	2.7810454	0.1219137	0.0108825	0.0127220	40.7116012	496.5934992	35.5426041	0.0018859	0.2648722	0.3743714
1.5293650	7.2952268	0.1859794	0.0268545	0.0050642	39.0436944	457.6840110	45.2345884	0.0023746	0.1637358	0.2283751
1.4658504	4.5590367	0.1437212	0.0184165	0.0054313	40.3622621	469.1144404	48.6440387	0.0021741	0.0455436	0.0680993
1.0490520	7.9258997	0.1359765	0.0221563	0.0119095	35.4446622	546.3119745	37.1376472	0.0020282	0.1899468	0.4364320
1.3158794	3.9932175	0.0516904	0.0237496	0.0112464	39.8922572	418.4200631	46.5336555	0.0026096	0.2214981	0.4498522
0.8119029	2.7007373	0.1213714	0.0178226	0.0113101	39.8456463	433.2400812	33.9931108	0.0026239	0.0697107	0.1185690
1.5931504	3.8475426	0.1801333	0.0166996	0.0136774	29.5307472	461.2526963	35.1236296	0.0025997	0.0539809	0.1548916
1.6931538	4.4943467	0.2492790	0.0197105	0.0146263	34.5065694	508.8940642	41.5968195	0.0010253	0.0136405	0.0271630
0.8416959	5.6788090	0.1163657	0.0161887	0.0118497	28.3095540	462.6681300	36.3760217	0.0017470	0.2678673	0.3810817
1.2366685	5.4857177	0.0757150	0.0127242	0.0114395	37.2979299	489.8279065	40.3046556	0.0010863	0.0581133	0.1015067
1.6249419	6.6663798	0.1875089	0.0148266	0.0075715	29.8000989	446.4550598	41.0531435	0.0026391	0.1738532	0.3658718
1.5263430	5.3526147	0.0798156	0.0295918	0.0060753	37.0355858	435.1953833	35.1108483	0.0010937	0.1456526	0.1534995
1.6357675	7.7044237	0.2296762	0.0130353	0.0128005	29.1417188	470.4276926	43.7020214	0.0027784	0.0034423	0.0049210
1.2598167	4.4540137	0.0636869	0.0149196	0.0058223	36.5403689	404.4844811	30.2503677	0.0020760	0.2049044	0.4601225
1.2733538	7.8905361	0.1907536	0.0166843	0.0122352	36.1789539	416.5327483	49.3581266	0.0019536	0.0070236	0.0209293
1.2339764	2.0813708	0.1460259	0.0208165	0.0046174	38.0440116	468.0941656	45.3285850	0.0015704	0.0532542	0.0894824
1.2501959	6.3217972	0.1088344	0.0183754	0.0101058	34.3107971	411.8080661	33.7615490	0.0029344	0.0345092	0.0851235
1.1839832	3.8326843	0.0577101	0.0131853	0.0082041	42.2882635	530.0593509	48.0221200	0.0024883	0.1247576	0.1721900
1.2020965	6.5212013	0.2427350	0.0155228	0.0138943	30.1744699	424.8857849	38.0498264	0.0022990	0.0519255	0.1255338
1.2954579	4.1714774	0.1738378	0.0148917	0.0117518	35.0407044	476.4232656	41.2293824	0.0025124	0.0133633	0.0355470
0.9470671	6.9635081	0.1691661	0.0194309	0.0128658	39.4207576	444.4753924	43.0405253	0.0014720	0.0406480	0.1114186
1.0519844	2.0648399	0.0808796	0.0241405	0.0140258	29.4201232	500.8480443	39.7794152	0.0013350	0.0997932	0.1803076
1.5432082	2.9077681	0.2269448	0.0275331	0.0103899	34.6791035	456.3155341	44.7756376	0.0015026	0.2611317	0.3588436
1.6712874	1.0437483	0.1636507	0.0107653	0.0073387	28.7296710	547.4015095	40.3207976	0.0023937	0.1089540	0.1165291
1.4112027	7.9050598	0.1646384	0.0288043	0.0095402	40.4216046	541.2707689	48.0070076	0.0029582	0.0887692	0.1304500
0.8885619	5.3908317	0.0574861	0.0269461	0.0103233	41.5250404	478.3483640	42.2264045	0.0011272	0.1917664	0.4037065
0.8173199	1.6920222	0.0685863	0.0128128	0.0053498	33.4331233	437.4599301	46.7775927	0.0018833	0.1700130	0.4832984
1.1067699	3.9917420	0.2180490	0.0136109	0.0112817	28.8085510	445.0927861	36.5745636	0.0015051	0.0826999	0.0849978
1.1651002	7.2223674	0.1211027	0.0283267	0.0126095	38.3996722	429.9550308	48.6408622	0.0024732	0.1645932	0.3052088
1.4543070	6.6099726	0.1544509	0.0269449	0.0108348	39.4920677	401.2724669	38.8426549	0.0021416	0.2819454	0.7569616
0.8332217	2.1354484	0.0668887	0.0211484	0.0139343	31.4731678	480.5028703	31.7640980	0.0026050	0.2951804	0.5093810
0.9063699	7.2618531	0.1301292	0.0129451	0.0067018	38.9400425	505.4875202	46.9780230	0.0022244	0.1468265	0.3263772
1.6069132	1.2947764	0.1873023	0.0288283	0.0092546	30.3869850	477.7520674	41.4261496	0.0019725	0.0993491	0.1376946
1.0684841	3.2045161	0.1318303	0.0154137	0.0065540	32.8467316	507.4142437	39.5465294	0.0019242	0.0170707	0.0497444
1.7739089	4.8464554	0.0623521	0.0211483	0.0015050	29.7497069	430.2304146	47.8068584	0.0026077	0.1264334	0.3281202
0.8398789	6.5984235	0.1011931	0.0273601	0.0056464	36.8071018	540.7631672	45.9991421	0.0010200	0.0108594	0.0119329
1.4796778	4.5203852	0.2240456	0.0277212	0.0117193	33.2001400	510.8606408	47.4440472	0.0010190	0.0325124	0.0531005
1.3377282	5.4042391	0.1900667	0.0217311	0.0087984	33.1432144	467.2926625	35.9442924	0.0013464	0.1160188	0.3349646
